requirement_id,domain,normalized_requirement,requirement_kind,stage1_status,source_tier,source_file,source_section,source_requirement_ids,decision_id,release_priority,target_master_stage,architecture_ref,db_ref,api_ref,implementation_ref,test_ref,notes
PRD-EVO-005,Streak & evolution,"Working evolution threshold baseline is E1=0, E2=250, E3=750, E4=2000, E5=5000 XP.",CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.3,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-123,REQT-PRD-EVO-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-006,Streak & evolution,Evolution stage names/thresholds are balance/content parameters requiring simulation before production freeze; current values remain baseline until explicitly changed.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.3,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-124,REQT-PRD-EVO-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-007,Streak & evolution,"Evolution branch mechanics remain part of product logic, while final branch-specific visual art is not production-frozen.",MVP_REQUIRED,DEFERRED_NONBLOCKING,2,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,§11,,OD-029,P0_BASELINE_DEFERRED_FREEZE,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-125,REQT-PRD-EVO-007,Do not invent final branch-specific art; base/canonical mascot remains implementation-safe.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE
PRD-GOAL-001,Monthly Goals,Monthly Goal setup is mandatory when the monthly setup gate is active and blocks main-interface entry until complete.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,GOAL-001,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-126,REQT-PRD-GOAL-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-002,Monthly Goals,System generates exactly five personalized measurable goal options; employee selects two.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,GOAL-002,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-127,REQT-PRD-GOAL-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-003,Monthly Goals,System assigns the third goal automatically; it cannot be replaced or rejected.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,GOAL-002,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-128,REQT-PRD-GOAL-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-004,Monthly Goals,Personalization uses employee history; for a new employee only available context/universal assumptions may be used without inventing experience.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,GOAL-003,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-129,REQT-PRD-GOAL-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-005,Monthly Goals,First authorization mid-month triggers immediate goal setup without proration.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.1,GOAL-004,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-130,REQT-PRD-GOAL-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-006,Monthly Goals,Each human-readable goal has a machine-readable rule executable by backend logic.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-131,REQT-PRD-GOAL-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-007,Monthly Goals,The system is not required to explain why the mandatory third goal was assigned.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.2,GOAL-005,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-132,REQT-PRD-GOAL-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-008,Monthly Goals,Each new task is automatically matched against active goals; one task may advance multiple goals.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,GOAL-006,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-133,REQT-PRD-GOAL-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-009,Monthly Goals,Goal progress updates in real time and reaching target immediately marks the goal complete.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,GOAL-007,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-134,REQT-PRD-GOAL-009,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-010,Monthly Goals,Overachievement provides no additional goal bonus.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,GOAL-008,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-135,REQT-PRD-GOAL-010,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-011,Monthly Goals,"Vacation does not reduce goal thresholds, extend the period or penalize failure.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.3,GOAL-009,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-136,REQT-PRD-GOAL-011,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-012,Monthly Goals,Previous month closes on the first working day of the new month; bonuses and Monthly Recap are generated then.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,GOAL-010,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-137,REQT-PRD-GOAL-012,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-013,Monthly Goals,Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-138,REQT-PRD-GOAL-013,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-014,Monthly Goals,"Working Evolution XP reward baseline is +10 per completed goal plus +10 for all three, max 40 goal XP/month.",CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-139,REQT-PRD-GOAL-014,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-GOAL-015,Monthly Goals,Goal reward values remain current balance baselines until Stage 7 validation/configuration; do not silently change them.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§12.4; §29,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP08,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-140,REQT-PRD-GOAL-015,Product v1.0 balance baseline; later simulation may recommend a change but cannot silently alter it.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-001,Ratings & privacy,Individual public leaderboard is based on Annual Score for the current calendar year.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,RANK-001,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-141,REQT-PRD-RANK-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-002,Ratings & privacy,"Annual Score/current leaderboard reset January 1; pet, HP, Evolution XP, history, achievements and cosmetics persist.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,RANK-002,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-142,REQT-PRD-RANK-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-003,Ratings & privacy,Past-year top employees may retain visual status badges/cosmetics without gameplay advantage.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,RANK-003,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-143,REQT-PRD-RANK-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-004,Ratings & privacy,"Mandatory public employee fields include rank, name, Annual Score, pet appearance and prior-year status rewards.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.1,,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-144,REQT-PRD-RANK-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-005,Ratings & privacy,Directorate ranking uses Average Directorate Score based on annual directorate task/goal points and authorized employee denominator as defined by Product semantics.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,RANK-004,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-145,REQT-PRD-RANK-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-006,Ratings & privacy,"Directorate card exposes rank, Average Score, Total Score and authorized employee count.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,RANK-005,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-146,REQT-PRD-RANK-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-007,Ratings & privacy,Directorate card includes internal employee leaderboard; profile detail respects peer privacy level.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.2,RANK-006,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-147,REQT-PRD-RANK-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-008,Ratings & privacy,Each task/version preserves directorate_id_at_task_time; pre-transfer points remain attributed historically.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,RANK-007,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-148,REQT-PRD-RANK-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-009,Ratings & privacy,Terminated employees leave current individual ranking/current denominator while historical analytics remain.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,RANK-008,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-149,REQT-PRD-RANK-009,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-RANK-010,Ratings & privacy,Admin can hide terminated/inactive profiles without deleting history.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§13.3,RANK-009,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-150,REQT-PRD-RANK-010,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-001,Ratings & privacy,"Peer privacy levels are Closed, Standard (default) and Open.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-151,REQT-PRD-PRIV-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-002,Ratings & privacy,Closed exposes only mandatory public fields.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-152,REQT-PRD-PRIV-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-003,Ratings & privacy,"Standard adds approved aggregates such as task count, complexity distribution, streak, goals, achievements and AI tools.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-153,REQT-PRD-PRIV-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-004,Ratings & privacy,"Open additionally exposes normalized AI-case description, tool(s), Complexity and score.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-154,REQT-PRD-PRIV-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-005,Ratings & privacy,"Raw input, clarification log and task links are never exposed to peers, including Open privacy.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,PRIV-001,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-155,REQT-PRD-PRIV-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-006,Ratings & privacy,Employee may change privacy at any time; the change applies immediately.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,PRIV-002,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-156,REQT-PRD-PRIV-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-PRIV-007,Ratings & privacy,Peer privacy does not restrict authorized Director/Executive/Admin scope.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§14,PRIV-003,,P0,7/9/10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP09,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-157,REQT-PRD-PRIV-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-DASH-001,Dashboards & history,Personal Dashboard includes Annual Score.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,,,P0,10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP12,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-158,REQT-PRD-DASH-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-DASH-002,Dashboards & history,Personal Dashboard includes Lifetime Task Score / Evolution XP.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,,,P0,10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP12,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-159,REQT-PRD-DASH-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-DASH-003,Dashboards & history,"Personal Dashboard includes task count, Complexity distribution and average Complexity.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,,,P0,10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP12,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-160,REQT-PRD-DASH-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-DASH-004,Dashboards & history,Personal Dashboard includes AI-active days and current/best streak.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.1,,,P0,10,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP12,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-161,REQT-PRD-DASH-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
