requirement_id,priority,critical,implementation_item_id,work_package_id,test_ids,qa_suite_id,source,acceptance_criteria,done_condition,external_gate,coverage_status
PRD-EXT-002,P0_EXTERNAL_INTEGRATION,YES,IMP-204,WP03,REQT-PRD-EXT-002,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25; Readiness,LLM and STT are provider dependencies; current source set does not freeze production vendor endpoint/credentials/model.,Owning code/config is implemented; `REQT-PRD-EXT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Mock contract path is complete; production-ready status additionally requires real authorized provider evidence and must remain explicitly open until supplied.,REAL_PROVIDER_CONTRACT_EVIDENCE,MAPPED
PRD-NFR-001,P0,YES,IMP-205,WP15,REQT-PRD-NFR-001,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §3; §27,Application is online-first/online-only for data mutation and must handle network failure explicitly.,Owning code/config is implemented; `REQT-PRD-NFR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-002,P0,YES,IMP-206,WP15,REQT-PRD-NFR-002,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4; §14; §24; §26,"Role/object authorization, privacy and auditability are backend-enforced invariants.",Owning code/config is implemented; `REQT-PRD-NFR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NFR-003,P0,YES,IMP-207,WP15,REQT-PRD-NFR-003,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25–27,No real production credentials/secrets are defined by the source set.,Owning code/config is implemented; `REQT-PRD-NFR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ART-001,P0,YES,IMP-208,WP14,REQT-VIS-ART-001,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1,Visual concept = Modern Airport Companion: near-realistic Pulkovo world + Lyuboznayka emotional focus + strict modern airport-inspired UI + restrained gamification.,Owning code/config is implemented; `REQT-VIS-ART-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ART-002,P0,YES,IMP-209,WP14,REQT-VIS-ART-002,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.4,Product should feel youthful/alive but not childish; playful emotionally but strict functionally; bright but not acidic/free-to-play.,Owning code/config is implemented; `REQT-VIS-ART-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ART-003,P0,YES,IMP-210,WP14,REQT-VIS-ART-003,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.5,Do not use a domestic cozy-room concept or home décor as the primary environment.,Owning code/config is implemented; `REQT-VIS-ART-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ART-004,P0,YES,IMP-211,WP14,REQT-VIS-ART-004,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.6,Retro digital-toy references are secondary only; no pixel/LCD/plastic-console identity as core UI.,Owning code/config is implemented; `REQT-VIS-ART-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MASCOT-001,P0,YES,IMP-212,WP14,REQT-VIS-MASCOT-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §2,Canonical mascot is the exact approved user-supplied JPEG; derivatives must preserve that identity.,Owning code/config is implemented; `REQT-VIS-MASCOT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MASCOT-002,P0,YES,IMP-213,WP14,REQT-VIS-MASCOT-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §2,"Mascot invariants: compact rounded body, huge glossy dark eyes, tiny beak, cream-white soft fur/feathers, warm beige/light-brown accents, short limbs, gentle curious expression.",Owning code/config is implemented; `REQT-VIS-MASCOT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MASCOT-003,P0,YES,IMP-214,WP14,REQT-VIS-MASCOT-003,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §2,Mascot rendering is semi/near-realistic stylized 3D; it must not become a realistic owl or flat cartoon.,Owning code/config is implemented; `REQT-VIS-MASCOT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MASCOT-004,P0,YES,IMP-215,WP14,REQT-VIS-MASCOT-004,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §2.5–2.6,Home is mascot-first; functional screens are function-first and must not decorate every control with mascot imagery.,Owning code/config is implemented; `REQT-VIS-MASCOT-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MASCOT-005,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-216,WP14,REQT-VIS-MASCOT-005,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Design §2.7 / Final audit,Do not use a persistent first-person mascot speech bubble on Home; ambient copy remains deferrable.,Owning code/config is implemented; `REQT-VIS-MASCOT-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-WORLD-001,P0,YES,IMP-217,WP14,REQT-VIS-WORLD-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §3,Environment source of truth is the approved Pulkovo terminal-interior composition.,Owning code/config is implemented; `REQT-VIS-WORLD-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-WORLD-002,P0,YES,IMP-218,WP14,REQT-VIS-WORLD-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §3,"Pulkovo cues: tall bright terminal, warm faceted/golden ceiling, structural supports, glazing/daylight, reflective floor, airport counters/screens/passenger context and restrained people.",Owning code/config is implemented; `REQT-VIS-WORLD-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-WORLD-003,P0,YES,IMP-219,WP14,REQT-VIS-WORLD-003,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §3,Lyuboznayka remains foreground emotional focus; environment must not overpower it.,Owning code/config is implemented; `REQT-VIS-WORLD-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-WORLD-004,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-220,WP14,REQT-VIS-WORLD-004,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Day lighting is implementation baseline; morning/evening/night remain derivative states.,Owning code/config is implemented; `REQT-VIS-WORLD-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-HOME-001,P0,YES,IMP-221,WP12,REQT-VIS-HOME-001,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,AI-задача UI semantics = completed AI-assisted work case; no future to-do lifecycle.,Owning code/config is implemented; `REQT-VIS-HOME-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-002,P0,YES,IMP-222,WP12,REQT-VIS-HOME-002,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Mobile bottom navigation = Главная / История / Рейтинг / Профиль.,Owning code/config is implemented; `REQT-VIS-HOME-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-003,P0,YES,IMP-223,WP12,REQT-VIS-HOME-003,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Home primary CTA = «Добавить AI-задачу».,Owning code/config is implemented; `REQT-VIS-HOME-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-004,P0,YES,IMP-224,WP12,REQT-VIS-HOME-004,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Annual Score/rank is not persistently displayed on Home; use Rating/Profile contexts.,Owning code/config is implemented; `REQT-VIS-HOME-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-005,P0,YES,IMP-225,WP12,REQT-VIS-HOME-005,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Evolution XP is not persistently displayed on Home; use Profile/Evolution/result contexts.,Owning code/config is implemented; `REQT-VIS-HOME-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-006,P0,YES,IMP-226,WP12,REQT-VIS-HOME-006,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Home shows compact Monthly Goals progress only; full detail is elsewhere.,Owning code/config is implemented; `REQT-VIS-HOME-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-HOME-007,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-227,WP12,REQT-VIS-HOME-007,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Home health presentation baseline = mascot state + detail-on-demand; no persistent numeric HP bar.,Owning code/config is implemented; `REQT-VIS-HOME-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-HOME-008,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-228,WP12,REQT-VIS-HOME-008,QA-S16,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Do not add permanent feed/play/learn/rest-style game-button row on Home.,Owning code/config is implemented; `REQT-VIS-HOME-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-DS-001,P0,YES,IMP-229,WP11,REQT-VIS-DS-001,QA-S15,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §6–7,"Functional UI is light, strict, modern, airport-inspired with restrained amber/gold accent.",Owning code/config is implemented; `REQT-VIS-DS-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-DS-002,P0,YES,IMP-230,WP11,REQT-VIS-DS-002,QA-S15,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.2,Functional UX/readability takes priority over decorative 3D/gamification.,Owning code/config is implemented; `REQT-VIS-DS-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-DS-003,P0,YES,IMP-231,WP11,REQT-VIS-DS-003,QA-S15,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md :: Current handoff,Use current Stage-20 token/component handoff rather than legacy component values.,Owning code/config is implemented; `REQT-VIS-DS-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-DS-004,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-232,WP11,REQT-VIS-DS-004,QA-S15,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Final runtime font is not frozen; Stage-20 baseline uses Inter + system fallbacks and must remain replaceable.,Owning code/config is implemented; `REQT-VIS-DS-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-DS-005,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-233,WP11,REQT-VIS-DS-005,QA-S15,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Current token palette is implementation baseline; final scene-level color calibration remains a freeze refinement.,Owning code/config is implemented; `REQT-VIS-DS-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-MOTION-001,P0,YES,IMP-234,WP11,REQT-VIS-MOTION-001,QA-S17,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design Motion,Navigation motion is fast/restrained; mascot/feedback motion may be more elastic without impairing function.,Owning code/config is implemented; `REQT-VIS-MOTION-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MOTION-002,P0,YES,IMP-235,WP11,REQT-VIS-MOTION-002,QA-S17,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md :: Current motion handoff,Reduced Motion behavior is mandatory; large bounce/squash/motion degrades to restrained fade/scale while preserving feedback.,Owning code/config is implemented; `REQT-VIS-MOTION-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-MOTION-003,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-236,WP11,REQT-VIS-MOTION-003,QA-S17,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Stage-20 motion values are the implementation baseline; final animation tuning remains open.,Owning code/config is implemented; `REQT-VIS-MOTION-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-RESP-001,P0,YES,IMP-237,WP11,REQT-VIS-RESP-001,QA-S17,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design + handoff,Mobile is primary; desktop/admin uses dedicated desktop information architecture rather than stretched mobile layouts.,Owning code/config is implemented; `REQT-VIS-RESP-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-RESP-002,P0,YES,IMP-238,WP11,REQT-VIS-RESP-002,QA-S17,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md :: Responsive handoff,"Responsive 3D framing preserves mascot face/eyes, CTA and nav safe regions; mascot does not scale linearly with viewport width.",Owning code/config is implemented; `REQT-VIS-RESP-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-001,P0,YES,IMP-239,WP14,REQT-VIS-3D-001,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,3D planning architecture = HYBRID and functional UI must remain usable when realtime 3D is unavailable.,Owning code/config is implemented; `REQT-VIS-3D-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-002,P0,YES,IMP-240,WP14,REQT-VIS-3D-002,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Realtime baseline = Three.js + WebGL2-capable web/PWA + glTF 2.0/GLB.,Owning code/config is implemented; `REQT-VIS-3D-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-003,P0,YES,IMP-241,WP14,REQT-VIS-3D-003,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,"3D coordinate convention = 1 unit = 1 meter, right-handed glTF, Y-up.",Owning code/config is implemented; `REQT-VIS-3D-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-004,P0,YES,IMP-242,WP14,REQT-VIS-3D-004,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package README,Production visual runtime files may be consumed directly only from `08_PRODUCTION_EXPORTS/`.,Owning code/config is implemented; `REQT-VIS-3D-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-005,P0,YES,IMP-243,WP14,REQT-VIS-3D-005,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package audit,Existing package GLBs are Stage-16 technical/proxy assets and must not be promoted as final production 3D.,Owning code/config is implemented; `REQT-VIS-3D-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-3D-006,P0_EXTERNAL_ASSET_WITH_FALLBACK,YES,IMP-244,WP14,REQT-VIS-3D-006,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package audit,Final mascot/world production GLBs are external production dependencies; integrate through explicit interfaces and approved fallbacks.,Owning code/config is implemented; `REQT-VIS-3D-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Approved fallback passes now; final external asset is never fabricated and remains an external gate until delivered.,FINAL_ASSET_OR_APPROVED_FALLBACK,MAPPED
VIS-3D-007,DEFERRED_OPTIONAL,NO,IMP-245,WP14,REQT-VIS-3D-007,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,KTX2 remains optional/unvalidated; compatible non-KTX2 path is current baseline.,Default-disabled behavior and safe fallback are implemented; `REQT-VIS-3D-007` passes; optional implementation is not required for MVP.,OPTIONAL_DISABLED_BY_DEFAULT,MAPPED
VIS-3D-008,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-246,WP14,REQT-VIS-3D-008,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,"LOD, memory and file-size numeric budgets are not benchmark-certified; no measured performance claim may be invented.",Owning code/config is implemented; `REQT-VIS-3D-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-3D-009,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-247,WP14,REQT-VIS-3D-009,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Numeric camera/FOV/safe-zone and runtime-lighting values remain tuning items; use current framing/lighting specs as baseline.,Owning code/config is implemented; `REQT-VIS-3D-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-ASSET-001,P0,YES,IMP-248,WP14,REQT-VIS-ASSET-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current approval,Old schematic Happy/Coma mascot fallbacks are deprecated; canonical-derived v2 fallbacks are current.,Owning code/config is implemented; `REQT-VIS-ASSET-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ASSET-002,P0,YES,IMP-249,WP14,REQT-VIS-ASSET-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current approval,Approved Pulkovo Home Day v2 fallback is current.,Owning code/config is implemented; `REQT-VIS-ASSET-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-QA-001,P0,YES,IMP-250,WP14,REQT-VIS-QA-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current remediation,Current Golden Screen set contains 17 v2 references: 15 mobile and 2 desktop.,Owning code/config is implemented; `REQT-VIS-QA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-QA-002,P0,YES,IMP-251,WP14,REQT-VIS-QA-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Visual QA / final audit,Golden Screens are visual regression references and do not replace functional/performance runtime tests.,Owning code/config is implemented; `REQT-VIS-QA-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-RIGHTS-001,P0,YES,IMP-252,WP01,REQT-VIS-RIGHTS-001,QA-S01,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §1,Legal/brand/license/provenance workflow is WAIVED_NON_BLOCKING for project progression; this is not independent legal clearance.,Owning code/config is implemented; `REQT-VIS-RIGHTS-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-PERF-001,P0,YES,IMP-253,WP14,REQT-VIS-PERF-001,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,Physical-device Stage-16 validation is WAIVED_NON_BLOCKING; no measured FPS/memory/load claim is authorized.,Owning code/config is implemented; `REQT-VIS-PERF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
VIS-ART-005,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-254,WP14,REQT-VIS-ART-005,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Final app identity/logo must not be invented until supplied/approved.,Owning code/config is implemented; `REQT-VIS-ART-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-ASSET-003,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-255,WP14,REQT-VIS-ASSET-003,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Release-specific achievement/cosmetic art may use generic badge/icon fallback; do not invent final release inventory.,Owning code/config is implemented; `REQT-VIS-ASSET-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-ASSET-004,P0_BASELINE_DEFERRED_FREEZE,YES,IMP-256,WP14,REQT-VIS-ASSET-004,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,Final evolution-branch art must not be invented; canonical/base mascot treatment remains valid until branch assets exist.,Owning code/config is implemented; `REQT-VIS-ASSET-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,MAPPED
VIS-HANDOFF-001,P0,YES,IMP-257,WP14,REQT-VIS-HANDOFF-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md :: Stage-20 handoff,Current developer consumption filenames are the Stage-20 canonical files named by the handoff index even where versioned lineage companions exist.,Owning code/config is implemented; `REQT-VIS-HANDOFF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
