item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-239,WP14,5,VIS-3D-001,FG-3D,3D planning architecture = HYBRID and functional UI must remain usable when realtime 3D is unavailable.,Implement the smallest owning-module slice that satisfies: 3D planning architecture = HYBRID and functional UI must remain usable when realtime 3D is unavailable.,web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,3D planning architecture = HYBRID and functional UI must remain usable when realtime 3D is unavailable.,REQT-VIS-3D-001,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-3D-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-240,WP14,5,VIS-3D-002,FG-3D,Realtime baseline = Three.js + WebGL2-capable web/PWA + glTF 2.0/GLB.,Implement the smallest owning-module slice that satisfies: Realtime baseline = Three.js + WebGL2-capable web/PWA + glTF 2.0/GLB.,web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,Realtime baseline = Three.js + WebGL2-capable web/PWA + glTF 2.0/GLB.,REQT-VIS-3D-002,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-3D-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-241,WP14,5,VIS-3D-003,FG-3D,"3D coordinate convention = 1 unit = 1 meter, right-handed glTF, Y-up.","Implement the smallest owning-module slice that satisfies: 3D coordinate convention = 1 unit = 1 meter, right-handed glTF, Y-up.",web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,"3D coordinate convention = 1 unit = 1 meter, right-handed glTF, Y-up.",REQT-VIS-3D-003,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-3D-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-242,WP14,5,VIS-3D-004,FG-3D,Production visual runtime files may be consumed directly only from `08_PRODUCTION_EXPORTS/`.,Implement the smallest owning-module slice that satisfies: Production visual runtime files may be consumed directly only from `08_PRODUCTION_EXPORTS/`.,web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,Production visual runtime files may be consumed directly only from `08_PRODUCTION_EXPORTS/`.,REQT-VIS-3D-004,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package README,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-3D-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-243,WP14,5,VIS-3D-005,FG-3D,Existing package GLBs are Stage-16 technical/proxy assets and must not be promoted as final production 3D.,Implement the smallest owning-module slice that satisfies: Existing package GLBs are Stage-16 technical/proxy assets and must not be promoted as final production 3D.,web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,Existing package GLBs are Stage-16 technical/proxy assets and must not be promoted as final production 3D.,REQT-VIS-3D-005,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package audit,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-3D-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-244,WP14,5,VIS-3D-006,FG-3D,Final mascot/world production GLBs are external production dependencies; integrate through explicit interfaces and appro,Implement the smallest owning-module slice that satisfies: Final mascot/world production GLBs are external production dependencies; integrate through explicit interfaces and approved fallbacks.,web-3d/runtime,frontend,P0_EXTERNAL_ASSET_WITH_FALLBACK,MVP_IN_EXTERNAL_ASSET_WITH_FALLBACK,WP11;WP12,Final mascot/world production GLBs are external production dependencies; integrate through explicit interfaces and approved fallbacks.,REQT-VIS-3D-006,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Final package audit,ff.realtime3d,FINAL_ASSET_OR_APPROVED_FALLBACK,Owning code/config is implemented; `REQT-VIS-3D-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Approved fallback passes now; final external asset is never fabricated and remains an external gate until delivered.,NOT_STARTED
IMP-245,WP14,5,VIS-3D-007,FG-3D,KTX2 remains optional/unvalidated; compatible non-KTX2 path is current baseline.,Implement the smallest owning-module slice that satisfies: KTX2 remains optional/unvalidated; compatible non-KTX2 path is current baseline.,web-3d/runtime,frontend,DEFERRED_OPTIONAL,DEFERRED_OPTIONAL,WP11;WP12,KTX2 remains optional/unvalidated; compatible non-KTX2 path is current baseline.,REQT-VIS-3D-007,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,ff.ktx2,OPTIONAL_DISABLED_BY_DEFAULT,Default-disabled behavior and safe fallback are implemented; `REQT-VIS-3D-007` passes; optional implementation is not required for MVP.,NOT_STARTED
IMP-246,WP14,5,VIS-3D-008,FG-3D,"LOD, memory and file-size numeric budgets are not benchmark-certified; no measured performance claim may be invented.","Implement the smallest owning-module slice that satisfies: LOD, memory and file-size numeric budgets are not benchmark-certified; no measured performance claim may be invented.",web-3d/runtime,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,"LOD, memory and file-size numeric budgets are not benchmark-certified; no measured performance claim may be invented.",REQT-VIS-3D-008,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,ff.realtime3d,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-3D-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-247,WP14,5,VIS-3D-009,FG-3D,Numeric camera/FOV/safe-zone and runtime-lighting values remain tuning items; use current framing/lighting specs as base,Implement the smallest owning-module slice that satisfies: Numeric camera/FOV/safe-zone and runtime-lighting values remain tuning items; use current framing/lighting specs as baseline.,web-3d/runtime,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,Numeric camera/FOV/safe-zone and runtime-lighting values remain tuning items; use current framing/lighting specs as baseline.,REQT-VIS-3D-009,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,ff.realtime3d,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-3D-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-248,WP14,5,VIS-ASSET-001,FG-VIS-ASSET,Old schematic Happy/Coma mascot fallbacks are deprecated; canonical-derived v2 fallbacks are current.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Old schematic Happy/Coma mascot fallbacks are deprecated; canonical-derived v2 fallbacks are current.,web-asset-loader,frontend,P0,MVP_IN,WP11;WP12,Old schematic Happy/Coma mascot fallbacks are deprecated; canonical-derived v2 fallbacks are current.,REQT-VIS-ASSET-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current approval,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ASSET-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-249,WP14,5,VIS-ASSET-002,FG-VIS-ASSET,Approved Pulkovo Home Day v2 fallback is current.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Approved Pulkovo Home Day v2 fallback is current.,web-asset-loader,frontend,P0,MVP_IN,WP11;WP12,Approved Pulkovo Home Day v2 fallback is current.,REQT-VIS-ASSET-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current approval,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ASSET-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-250,WP14,5,VIS-QA-001,FG-VIS-QA,Current Golden Screen set contains 17 v2 references: 15 mobile and 2 desktop.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Current Golden Screen set contains 17 v2 references: 15 mobile and 2 desktop.,visual-regression,frontend,P0,MVP_IN,WP11;WP12,Current Golden Screen set contains 17 v2 references: 15 mobile and 2 desktop.,REQT-VIS-QA-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md :: Current remediation,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-QA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-251,WP14,5,VIS-QA-002,FG-VIS-QA,Golden Screens are visual regression references and do not replace functional/performance runtime tests.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Golden Screens are visual regression references and do not replace functional/performance runtime tests.,visual-regression,frontend,P0,MVP_IN,WP11;WP12,Golden Screens are visual regression references and do not replace functional/performance runtime tests.,REQT-VIS-QA-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md :: Visual QA / final audit,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-QA-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-252,WP01,1,VIS-RIGHTS-001,FG-GOV,Legal/brand/license/provenance workflow is WAIVED_NON_BLOCKING for project progression; this is not independent legal cl,Implement the release/evidence gate that represents this governance status without fabricating approval: Legal/brand/license/provenance workflow is WAIVED_NON_BLOCKING for project progression; this is not independent legal clearance.,release/governance-gate,cross-cutting/product-contract,P0,MVP_IN,WP00,Legal/brand/license/provenance workflow is WAIVED_NON_BLOCKING for project progression; this is not independent legal clearance.,REQT-VIS-RIGHTS-001,QA-S01,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-RIGHTS-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-253,WP14,5,VIS-PERF-001,FG-3D,Physical-device Stage-16 validation is WAIVED_NON_BLOCKING; no measured FPS/memory/load claim is authorized.,Implement the smallest owning-module slice that satisfies: Physical-device Stage-16 validation is WAIVED_NON_BLOCKING; no measured FPS/memory/load claim is authorized.,web-3d/runtime,frontend,P0,MVP_IN,WP11;WP12,Physical-device Stage-16 validation is WAIVED_NON_BLOCKING; no measured FPS/memory/load claim is authorized.,REQT-VIS-PERF-001,QA-S20,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §4,ff.realtime3d,NONE,Owning code/config is implemented; `REQT-VIS-PERF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-254,WP14,5,VIS-ART-005,FG-VIS-ART,Final app identity/logo must not be invented until supplied/approved.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Final app identity/logo must not be invented until supplied/approved.,web-visual-assets,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,Final app identity/logo must not be invented until supplied/approved.,REQT-VIS-ART-005,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,asset.finalBrandIdentityAvailable,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-ART-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-255,WP14,5,VIS-ASSET-003,FG-VIS-ASSET,Release-specific achievement/cosmetic art may use generic badge/icon fallback; do not invent final release inventory.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Release-specific achievement/cosmetic art may use generic badge/icon fallback; do not invent final release inventory.,web-asset-loader,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,Release-specific achievement/cosmetic art may use generic badge/icon fallback; do not invent final release inventory.,REQT-VIS-ASSET-003,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,asset.releaseSpecificAchievementArtAvailable,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-ASSET-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-256,WP14,5,VIS-ASSET-004,FG-VIS-ASSET,Final evolution-branch art must not be invented; canonical/base mascot treatment remains valid until branch assets exist,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Final evolution-branch art must not be invented; canonical/base mascot treatment remains valid until branch assets exist.,web-asset-loader,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,Final evolution-branch art must not be invented; canonical/base mascot treatment remains valid until branch assets exist.,REQT-VIS-ASSET-004,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,asset.evolutionBranchArtAvailable,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-ASSET-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-257,WP14,5,VIS-HANDOFF-001,FG-VIS-HANDOFF,Current developer consumption filenames are the Stage-20 canonical files named by the handoff index even where versioned,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Current developer consumption filenames are the Stage-20 canonical files named by the handoff index even where versioned lineage companions exist.,web-visual-contract,frontend,P0,MVP_IN,WP11;WP12,Current developer consumption filenames are the Stage-20 canonical files named by the handoff index even where versioned lineage companions exist.,REQT-VIS-HANDOFF-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md :: Stage-20 handoff,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-HANDOFF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-258,WP14,5,VIS-HANDOFF-002,FG-VIS-HANDOFF,No live Figma workspace/master link is available; file-based handoff is the current source.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: No live Figma workspace/master link is available; file-based handoff is the current source.,web-visual-contract,frontend,P0_BASELINE_DEFERRED_FREEZE,MVP_IN_BASELINE_WITH_DEFERRED_FREEZE,WP11;WP12,No live Figma workspace/master link is available; file-based handoff is the current source.,REQT-VIS-HANDOFF-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md :: Final audit,NO_RUNTIME_FLAG,FINAL_FREEZE_TUNING_OR_CURRENT_BASELINE,Owning code/config is implemented; `REQT-VIS-HANDOFF-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Current safe baseline/fallback is complete; any final numeric/art freeze remains separately visible rather than guessed.,NOT_STARTED
IMP-259,WP14,5,PRD-AMBIENT-001,FG-AMBIENT,"Pet tone is cute, emotional and slightly naive but not overly childish; copy stays short and avoids corporate bureaucrac","Implement the smallest owning-module slice that satisfies: Pet tone is cute, emotional and slightly naive but not overly childish; copy stays short and avoids corporate bureaucracy, sarcasm and complex humor.",web-3d/ambient,frontend,P0,MVP_IN,WP11;WP12,"Pet tone is cute, emotional and slightly naive but not overly childish; copy stays short and avoids corporate bureaucracy, sarcasm and complex humor.",REQT-PRD-AMBIENT-001,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2,ff.ambientContext,NONE,Owning code/config is implemented; `REQT-PRD-AMBIENT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-260,WP14,5,PRD-AMBIENT-002,FG-AMBIENT,Ambient mascot reactions/copy are limited to at most 1–2 occurrences per day.,Implement the smallest owning-module slice that satisfies: Ambient mascot reactions/copy are limited to at most 1–2 occurrences per day.,web-3d/ambient,frontend,P0,MVP_IN,WP11;WP12,Ambient mascot reactions/copy are limited to at most 1–2 occurrences per day.,REQT-PRD-AMBIENT-002,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-010,ff.ambientContext,NONE,Owning code/config is implemented; `REQT-PRD-AMBIENT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-261,WP14,5,PRD-AMBIENT-003,FG-AMBIENT,"Ambient external context is limited to Saint Petersburg weather/temperature/precipitation, season, time of day, day of w","Implement the smallest owning-module slice that satisfies: Ambient external context is limited to Saint Petersburg weather/temperature/precipitation, season, time of day, day of week and official holidays.",web-3d/ambient,frontend,P0,MVP_IN,WP11;WP12,"Ambient external context is limited to Saint Petersburg weather/temperature/precipitation, season, time of day, day of week and official holidays.",REQT-PRD-AMBIENT-003,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-011,ff.ambientContext,NONE,Owning code/config is implemented; `REQT-PRD-AMBIENT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-262,WP14,5,PRD-AMBIENT-004,FG-AMBIENT,"Ambient layer excludes news, politics and complex information search.","Implement the smallest owning-module slice that satisfies: Ambient layer excludes news, politics and complex information search.",web-3d/ambient,frontend,P0,MVP_IN,WP11;WP12,"Ambient layer excludes news, politics and complex information search.",REQT-PRD-AMBIENT-004,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.2 PET-012,ff.ambientContext,NONE,Owning code/config is implemented; `REQT-PRD-AMBIENT-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-263,WP14,5,PRD-PETACT-001,FG-AMBIENT,"MVP includes lightweight pet actions such as petting, a short 2–3 second play interaction and call/visual reaction; they","Implement the smallest owning-module slice that satisfies: MVP includes lightweight pet actions such as petting, a short 2–3 second play interaction and call/visual reaction; they provide no gameplay advantage and use no sound.",web-3d/ambient,frontend,P0,MVP_IN,WP11;WP12,"MVP includes lightweight pet actions such as petting, a short 2–3 second play interaction and call/visual reaction; they provide no gameplay advantage and use no sound.",REQT-PRD-PETACT-001,QA-S20,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.3,ff.petLightInteractions,NONE,Owning code/config is implemented; `REQT-PRD-PETACT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-264,WP12,5,PRD-ACH-001,FG-ACH,Achievements / Collection user surface shows only earned achievements and cosmetics; it does not expose an invented lock,Implement the smallest owning-module slice that satisfies: Achievements / Collection user surface shows only earned achievements and cosmetics; it does not expose an invented locked catalog.,web-profile/achievements,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Achievements / Collection user surface shows only earned achievements and cosmetics; it does not expose an invented locked catalog.,REQT-PRD-ACH-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §20.4 UX-003,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ACH-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-265,WP15,6,PRD-NFR-004,FG-NFR,"Accessibility baseline includes readable contrast, scalable text, adequate touch targets, correct form labels and keyboa","Implement and instrument the technical control needed to satisfy: Accessibility baseline includes readable contrast, scalable text, adequate touch targets, correct form labels and keyboard support for web.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Accessibility baseline includes readable contrast, scalable text, adequate touch targets, correct form labels and keyboard support for web.",REQT-PRD-NFR-004,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Accessibility / NFR-010,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-266,WP15,6,PRD-NFR-005,FG-NFR,MVP UI language is Russian and user-facing strings must be externalized through a localization layer rather than hardcod,Implement and instrument the technical control needed to satisfy: MVP UI language is Russian and user-facing strings must be externalized through a localization layer rather than hardcoded.,platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,MVP UI language is Russian and user-facing strings must be externalized through a localization layer rather than hardcoded.,REQT-PRD-NFR-005,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Localization / NFR-011,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-267,WP15,6,PRD-NFR-006,FG-NFR,"Task-processing observability includes structured logs, metrics and tracing, with alerting for error rate, latency and q","Implement and instrument the technical control needed to satisfy: Task-processing observability includes structured logs, metrics and tracing, with alerting for error rate, latency and queue backlog.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Task-processing observability includes structured logs, metrics and tracing, with alerting for error rate, latency and queue backlog.",REQT-PRD-NFR-006,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Observability,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-268,WP15,6,PRD-NFR-007,FG-NFR,Directories and the event/history data model must support growth in employee count and indefinite history without changi,Implement and instrument the technical control needed to satisfy: Directories and the event/history data model must support growth in employee count and indefinite history without changing product semantics.,platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,Directories and the event/history data model must support growth in employee count and indefinite history without changing product semantics.,REQT-PRD-NFR-007,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Scalability,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-269,WP15,6,PRD-NFR-008,FG-NFR,Large-period exports must execute safely without blocking the interactive application interface.,Implement and instrument the technical control needed to satisfy: Large-period exports must execute safely without blocking the interactive application interface.,platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,Large-period exports must execute safely without blocking the interactive application interface.,REQT-PRD-NFR-008,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §27 Data export,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-270,WP12,5,PRD-SCREEN-001,FG-SURFACE,"MVP screen surface covers onboarding, Monthly Goal setup, Home, Add AI case, Result, History Tasks/Events, employee/dire","Implement the smallest owning-module slice that satisfies: MVP screen surface covers onboarding, Monthly Goal setup, Home, Add AI case, Result, History Tasks/Events, employee/directorate ratings, anonymous analytics, public employee profile, Profile, Achievements/Collection, scoring explainer, Director Dashboard, Executive Dashboard and Admin Panel, interpreted through current v2 navigation/Home overrides.",web-routing,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"MVP screen surface covers onboarding, Monthly Goal setup, Home, Add AI case, Result, History Tasks/Events, employee/directorate ratings, anonymous analytics, public employee profile, Profile, Achievements/Collection, scoring explainer, Director Dashboard, Executive Dashboard and Admin Panel, interpreted through current v2 navigation/Home overrides.",REQT-PRD-SCREEN-001,QA-S16,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix A,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-SCREEN-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-271,WP15,6,PRD-QA-001,FG-NFR,"MVP acceptance criteria must be testable end-to-end and preserve product rules across task processing, game updates, goa","Implement and instrument the technical control needed to satisfy: MVP acceptance criteria must be testable end-to-end and preserve product rules across task processing, game updates, goals, authorization and history.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"MVP acceptance criteria must be testable end-to-end and preserve product rules across task processing, game updates, goals, authorization and history.",REQT-PRD-QA-001,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §28 Acceptance criteria,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-QA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
